0.000000,0.000000,-116.224609
10.000000,0.000000,-115.112305
20.000000,0.000000,-113.571289
30.000000,0.000000,-110.785156
40.000000,0.000000,-110.277344
50.000000,0.000000,-109.662109
60.000000,0.000000,-108.961914
70.000000,0.000000,-101.132812
80.000000,0.000000,-101.460938
90.000000,0.000000,-106.297852
100.000000,0.000000,-100.085938
110.000000,0.000000,-103.087891
120.000000,0.000000,-102.859375
130.000000,0.000000,-99.469727
140.000000,0.000000,-101.862305
150.000000,0.000000,-94.167969
160.000000,0.000000,-100.559570
170.000000,0.000000,-102.880859
180.000000,0.000000,-102.134766
190.000000,0.000000,-105.893555
200.000000,0.000000,-101.246094
210.000000,0.000000,-100.426758
220.000000,0.000000,-101.649414
230.000000,0.000000,-102.910156
240.000000,0.000000,-102.815430
250.000000,0.000000,-112.232422
260.000000,0.000000,-105.130859
270.000000,0.000000,-102.071289
280.000000,0.000000,-97.905273
290.000000,0.000000,-97.504883
300.000000,0.000000,-114.671875
310.000000,0.000000,-115.473633
320.000000,0.000000,-110.397461
330.000000,0.000000,-113.083008
340.000000,0.000000,-115.987305
350.000000,0.000000,-113.486328
350.000000,10.000000,-113.807617
340.000000,10.000000,-116.387695
330.000000,10.000000,-113.955078
320.000000,10.000000,-112.522461
310.000000,10.000000,-114.192383
300.000000,10.000000,-114.647461
290.000000,10.000000,-114.981445
280.000000,10.000000,-108.460938
270.000000,10.000000,-115.650391
260.000000,10.000000,-110.661133
250.000000,10.000000,-118.859375
240.000000,10.000000,-118.957031
230.000000,10.000000,-119.991211
220.000000,10.000000,-118.832031
210.000000,10.000000,-117.233398
200.000000,10.000000,-104.262695
190.000000,10.000000,-112.011719
180.000000,10.000000,-110.670898
170.000000,10.000000,-105.960938
160.000000,10.000000,-105.827148
150.000000,10.000000,-111.239258
140.000000,10.000000,-105.019531
130.000000,10.000000,-101.925781
120.000000,10.000000,-97.032227
110.000000,10.000000,-98.704102
100.000000,10.000000,-102.956055
90.000000,10.000000,-103.954102
80.000000,10.000000,-101.259766
70.000000,10.000000,-102.024414
60.000000,10.000000,-117.585938
50.000000,10.000000,-113.150391
40.000000,10.000000,-111.026367
30.000000,10.000000,-112.541016
20.000000,10.000000,-114.101562
10.000000,10.000000,-116.678711
0.000000,10.000000,-113.258789
0.000000,20.000000,-104.875000
10.000000,20.000000,-97.195312
20.000000,20.000000,-97.581055
30.000000,20.000000,-101.054688
40.000000,20.000000,-104.220703
50.000000,20.000000,-101.821289
60.000000,20.000000,-101.927734
70.000000,20.000000,-101.243164
80.000000,20.000000,-100.723633
90.000000,20.000000,-101.178711
100.000000,20.000000,-103.144531
110.000000,20.000000,-105.206055
120.000000,20.000000,-103.823242
130.000000,20.000000,-102.669922
140.000000,20.000000,-102.298828
150.000000,20.000000,-120.454102
160.000000,20.000000,-113.584961
170.000000,20.000000,-107.865234
180.000000,20.000000,-112.045898
190.000000,20.000000,-116.240234
200.000000,20.000000,-110.581055
210.000000,20.000000,-119.045898
220.000000,20.000000,-118.939453
230.000000,20.000000,-120.001953
240.000000,20.000000,-118.119141
250.000000,20.000000,-118.811523
260.000000,20.000000,-115.738281
270.000000,20.000000,-115.451172
280.000000,20.000000,-119.496094
290.000000,20.000000,-118.442383
300.000000,20.000000,-116.370117
310.000000,20.000000,-116.475586
320.000000,20.000000,-116.251953
330.000000,20.000000,-94.286133
340.000000,20.000000,-94.455078
350.000000,20.000000,-97.345703
350.000000,30.000000,-100.370117
340.000000,30.000000,-100.764648
330.000000,30.000000,-98.169922
320.000000,30.000000,-106.172852
310.000000,30.000000,-98.425781
300.000000,30.000000,-103.945312
290.000000,30.000000,-108.630859
280.000000,30.000000,-101.914062
270.000000,30.000000,-116.393555
260.000000,30.000000,-113.999023
250.000000,30.000000,-107.199219
240.000000,30.000000,-118.628906
230.000000,30.000000,-120.786133
220.000000,30.000000,-119.213867
210.000000,30.000000,-117.641602
200.000000,30.000000,-111.720703
190.000000,30.000000,-113.089844
180.000000,30.000000,-103.236328
170.000000,30.000000,-106.597656
160.000000,30.000000,-109.455078
150.000000,30.000000,-109.636719
140.000000,30.000000,-110.478516
130.000000,30.000000,-103.460938
120.000000,30.000000,-105.351562
110.000000,30.000000,-101.170898
100.000000,30.000000,-104.234375
90.000000,30.000000,-106.121094
80.000000,30.000000,-105.136719
70.000000,30.000000,-108.468750
60.000000,30.000000,-107.170898
50.000000,30.000000,-106.584961
40.000000,30.000000,-111.112305
30.000000,30.000000,-114.079102
20.000000,30.000000,-114.542969
10.000000,30.000000,-117.118164
0.000000,30.000000,-112.666992
0.000000,40.000000,-114.388672
10.000000,40.000000,-117.555664
20.000000,40.000000,-116.123047
30.000000,40.000000,-117.720703
40.000000,40.000000,-117.648438
50.000000,40.000000,-120.746094
